tileid,parenttile_id,resourceinstance_id,social activity description,social activity name,social activities reference types,social activities references,sortorder,provisionaledits,nodegroup_id
395b9a6f-b84c-460c-ae13-0f0e162ae0a4,ea2169e9-2edd-417b-903c-a5ff7222132a,1a039922-09eb-11ea-8a1c-0242ac130002,"<p>Sarasvatī Phalcā was one of the monuments selected for the project&nbsp;Patis in Patan,&nbsp;a curated walk through Patan along a pathway of selected <em>phalcā</em>. This was organised by&nbsp;Sujan Chitrakar, Rajendra Shakya and Christiane Brosius in November 2015. The initiative involved the documentation of daily movements in and around the site from early morning until nightfall. These could be watched via a reconstructed manual-use camera&nbsp;box.</p>
",Part of PhotoKathmandu 2015 ,Secondary literature,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
66715e79-8f97-4fb9-8b75-b56726062c0a,dc0ae989-fdd9-40a6-9d6a-ad5ad08f2904,1a039922-09eb-11ea-8a1c-0242ac130002,"<p>The Sarasvatī statue in the Phalcā is worshipped during Śrīpa&ntilde;camī. She is occasionally worshipped with offerings of garments.</p>
","Sarasvatī worship during Śrīpa&ntilde;camī
",Local knowledge,"<p>&nbsp;Local resident, Śreṣṭha, male, age 66</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fed503a1-471b-4c7d-95e7-cb2e1add0b29,087c0256-cbc4-4426-baaf-4e658932d37b,1a0a8ea8-eff1-11e9-a3c8-0242ac130002,"<p>On the full moon day of Kārttika, the&nbsp;Mata Cyākegu Guṭhī&nbsp;(<em>g</em><em>u</em><em>ṭh</em><em>ī</em>&nbsp;of the Śreṣṭha community in Bungmati)&nbsp;offers 108 oil lamps to Buṅgadyaḥ. 108 lamps are then lit up in this Phalcā.&nbsp;</p>
","Mata Cyākegu Guṭhī


",,"<p>A&nbsp;<em>guṭhī&nbsp;</em>member,&nbsp;Śreṣṭha, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b705022c-74bb-4d56-b2c8-a8aa82159350,6c765150-457e-4d21-b41b-c136d37f5e53,1a0a8ea8-eff1-11e9-a3c8-0242ac130002,"<p>Bungmati has its own rather distinct Kumārī tradition. The Kumārī is selected from the Vajrācārya families of Bungmati. She sits in this Phalcā on the following occasions:</p>

<ol>
	<li>On the day when Karuṇāmaya departs to Patan from Bungmati</li>
	<li>On the day when Karuṇāmaya returns to Bungmati from Patan</li>
	<li>On the fourth day after the statue of Karuṇāmaya is brought to Bungmati from Patan</li>
	<li>On the first day of every solar month (but only during the period in which&nbsp;Karuṇāmaya remains in Bungmati)</li>
	<li>On the full moon day of Śrāvaṇa (Gũlā Punhī)</li>
	<li>On the full moon day of Kārttika (Sakimanā Punhī)</li>
</ol>
","Buṅgamatī Kumārī
",Local knowledge,"<p>Father of the one of the previous Buṅgamatī Kumārīs, Vajrācārya, male, age&nbsp;59</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
9dce68ea-c0fa-4856-b305-3f170610a605,069951e6-e015-4d6a-ab28-2fb71f3bb69e,1a0a8ea8-eff1-11e9-a3c8-0242ac130002,"<p><em>Bhajanas</em> are chanted in the morning in the eastern Phalcā&nbsp;during the months of Gũlā and Kārttika. <em>Bhajanas </em>of Karuṇāmaya and other Buddhist and Hindu deities are chanted.</p>
","Bhajana
",Local knowledge,"<p>Senior member of the <em>bhajana </em>chanting<em>&nbsp;</em>group, Śākya, male, age&nbsp;73</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1a22caf1-bb36-4d92-a147-2cb60e4ec898,523dca04-143d-4426-9374-8ff39b6b7593,1a0a8ea8-eff1-11e9-a3c8-0242ac130002,"<p>Devotees&nbsp;perform&nbsp;<em>bhajana </em>on the full moon day of Kārttika.&nbsp;</p>
","Bhajana performance on the full moon day of Kārttika


",,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
732a82a7-9a85-4eef-9ea8-2dcba562f74d,a82708a1-cc5c-4dd1-b176-a6fb0228b7c6,1a0a8ea8-eff1-11e9-a3c8-0242ac130002,"<p>Lord Buṅgadyaḥ is kept in Buṅgamatī for six months every year. He spends the other six months&nbsp;in the esoteric shrine of Taḥ Bāhāḥ (<a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/cb1604cc-eb5d-11e9-b125-0242ac130002"" target=""_blank""><strong>LAL0050</strong></a>).<strong>&nbsp;</strong>On an auspicious day, which usually falls in the month of Maṅsira, the statue is taken to Patan. Four astrologers are responsible for deciding on the exact day that this will take place. Eight <em>pānejus&nbsp;</em>then carry&nbsp;Buṅgadyaḥ&nbsp;in a cot from Bungmati to Patan. The battalion of Gurujyū and a group playing musical instruments accompany this&nbsp;procession. On the day, Matsyendranātha Bhajana Maṇḍala from Patan comes to this Phalcā and sits in the eastern corner to chant&nbsp;<em>bhajanas</em>. On the same day,&nbsp;the Kumārī sits in a throne on the&nbsp;western side of the Phalcā.</p>
",Bhajana performance on the day when Matsyendranātha departures to Patan,,"<p>One of the priests of Karuṇāmaya Mandira (<a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/24afe176-f66a-11e9-a3c8-0242ac130002"" target=""_blank""><strong>BUN0001</strong></a>), Śākya, male, age&nbsp;52&nbsp;</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1a312abe-78da-11ea-a71c-0242ac130006,1a30e09a-78da-11ea-a71c-0242ac130006,1a1afb9a-78da-11ea-a71c-0242ac130006,"<p>On the 9th day of Daśaĩ, a special worship is performed in which two buffalos are sacrificed for Taleju in front of the gilt door. In the evening of the same day, the Patan Kumārī visits the shrine to receive <em>pūjā</em>. Meat from the sacrificed buffalos is offered to Kumārī and various <em>gūth</em><em>ī</em> members from Patan.&nbsp;The intestines of the buffalos are hung over the entrance of the courtyard.</p>",Deśavali (Busādh&atilde;) pūjā,,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1a3048c4-78da-11ea-a71c-0242ac130006,1a2ffe50-78da-11ea-a71c-0242ac130006,1a1afb9a-78da-11ea-a71c-0242ac130006,"<p>From the 7th (<em>phūlapātī</em>)&nbsp;to the 10th day (<em>daśamī</em>) in&nbsp;Daśāĩ, the <em>Kalaśa</em> which is symbolically taken to be goddess Taleju is brought down from Taleju Mandira (<a href=""https://nhdp-test.kjc.uni-heidelberg.de/search?paging-filter=1&amp;term-filter=%5B%7B%22context%22%3A%22%22%2C%22context_label%22%3A%22Monument%20-%20Monument%20names%22%2C%22id%22%3A0%2C%22text%22%3A%22%E0%A4%A4%E0%A4%B2%E0%A5%87%E0%A4%9C%E0%A5%81%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0%20%E0%A5%A5%20LAL1270%22%2C%22type%22%3A%22term%22%2C%22value%22%3A%22%E0%A4%A4%E0%A4%B2%E0%A5%87%E0%A4%9C%E0%A5%81%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0%20%E0%A5%A5%20LAL1270%22%2C%22inverted%22%3Afalse%7D%5D"" target=""_blank""><strong>LAL1270</strong></a>) and placed in the shrine of Taleju Mandira South. This procession is called &#39;&#39;<em>Taleju Māju Kuhā̃ Bijyāigu</em>&#39;&#39; in Newari. Local people are given an opportunity to worship&nbsp;the <em>Kalaśa</em>&nbsp;whilst she resides in the shrine.</p>",Deśavali (Busādh&atilde;) pūjā,,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
79d58457-6c5f-42a7-bc03-006002efe5d6,012b0cb0-e820-4378-98cc-1eb05b33b754,1a5335da-e755-11e9-b125-0242ac130002,"<p>Many ritual worships of Taleju are performed secretly following the tantric methods. In&nbsp;earlier times, people from Rājopādhyāya, Acāḥju, Karmācārya, Jośī and Lavaḥ castes would&nbsp;perform these worships. Later, Acāḥjus were blamed for&nbsp;stealing images and were suspended from their duties. After this, only the&nbsp;people from the&nbsp;Jośī and Lavaḥ community were left to participate in the rituals. Nowadays, only Rājopādhyāyas conduct these ritual worships. After conquering Kathmandu Valley, Pṛthvīnārāyaṇa Śāha appointed new priests for Taleju, taking the responsibility for this away&nbsp;from the local people. Later, Raṇabahādura Śāha appointed Amṛtānanda Pādhyā, a local resident, as the priest (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/X9MM6EAH/q/nepali""><strong>Nepālī</strong></a>&nbsp;VS 2020, 42).&nbsp;&nbsp; &nbsp;</p>

<p>1. Nitya Pūjā (daily ritual worship): The daily ritual worship is performed every morning and an&nbsp;<em>āratī</em>&nbsp;is offered to goddess Taleju&nbsp;in the evening. The Rajopadhyas are not given any allowance to perform this worship. The materials for the worship are provided by the Saṃsthāna&nbsp;<em>Guthī,&nbsp;</em>alongside&nbsp;an added allowance of Rs 500 per month. A Jyāpu helper is regularly&nbsp;assigned to clean the temple and fetch water. This helper is chosen on the day of Dhānya Purṇimā (dark fortnight of Maṅsīra) from a Jyāpu community who celebrate&nbsp;Devālī. A land of 142-02-01 <em>ropanis</em> has been allocated for the Nitya Pūjā (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IG45HARK/q/guthi"" target=""_blank""><strong>Guṭhī Saṃsthāna</strong></a> 2071, 46). Previously, <em>nagāras </em>were played in the morning and evening during the daily ritual worship by people simultaneously ringing the large bell. Kapālīs were assigned to play the <em>nagāra</em> and a land of 23-08-03 <em>ropanis</em> was allocated for this (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IG45HARK/q/guthi"" target=""_blank""><strong>Guṭhī Saṃsthāna</strong></a> 2071,44). However, the tradition of playing <em>nagāras </em>has now ended. &nbsp;</p>

<p>2. Thāpūjā: Thāpūjā is performed five times a year:</p>

<p>&nbsp; i) On the 8th&nbsp;day of the dark half of the Bhādra</p>

<p>&nbsp;&nbsp; ii) On the 12th day of the bright half of the Āśvina</p>

<p>&nbsp;&nbsp; iii) On the 8th day of the dark half of the Maṅsīra&nbsp;</p>

<p>&nbsp; &nbsp;iv) On the 14th day of the dark half of the Phālguṇa</p>

<p>&nbsp;&nbsp;During these four Thāpūjās the priest receives a gift of three <em>masā </em>of gold and silver.</p>

<p>&nbsp; &nbsp;v) On the 9th day of the dark half of Pauṣa.&nbsp;This <em>pūjā </em>is also called Gwayamāru Thāpūjā. The priest is given an allowance of three <em>masā </em>of silver, with the funds coming from&nbsp;land of 27-04-0 <em>ropanī&nbsp;</em>(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IG45HARK/q/guthi"" target=""_blank""><strong>Guṭhī Saṃsthāna</strong></a> 2071, 46).</p>

<p>3. Caḥrhe Pūjā:&nbsp;This <em>pūjā </em>is performed on every&nbsp;fourteenth day (of bright and dark half) of every lunar month.&nbsp;</p>

<p>4. Akṣaya Tṛtīyā Guṭhī:&nbsp; Three <em>ropanis</em> of land have been allocated for the performance of the&nbsp;<em>pūjā</em> on this day&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IG45HARK/q/guthi"" target=""_blank""><strong>Guṭhī Saṃsthāna</strong></a> 2071, 46).&nbsp;</p>

<p>5. Dhavãchā Pūjā (Damanārohaṇa Pūjā): This <em>pūjā</em> is performed on the 8th day of the dark half of the Vaiśākha.&nbsp;Seven <em>ropanis</em> of land have been allocated as a <em>guṭhī</em> for the <em>pūjā</em>.&nbsp;</p>

<p>6. Taleju Varṣavardhana Pūjā: The Varṣavardhana <em>pūjā </em>is organized on the 10 day of the bright&nbsp;half of Jyeṣṭha.&nbsp; Siddhinarsimha Malla established this&nbsp;Temple in NS 740 on this very day.&nbsp;</p>

<p>7.&nbsp;Kumārī Pūjā:&nbsp;On the 9th day of the dark half of Āśvina, the main Kumārī&nbsp;of Hakhaḥ&nbsp;Bāhāḥ&nbsp;is brought to the temple and worshipped. Taleju is a secret deity, and so&nbsp;generally people do not have the opportunity to see her. To solve this problem,&nbsp;the Kumāri (who is believed to be her physical manifestation) appears in front of people and is worshipped by the devotees.</p>
",Worships,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
555ff083-a1a2-460b-9cda-12b0260623b1,15f08fb9-97d4-4d94-8621-93b65e9753fd,1a7f3f24-ec12-11e9-8bc4-0242ac130002,"<p>This <em>vihāra</em> has a close connection to the Pañcadāna ceremony, which is organised on the 8th day of the bright half of the Śrāvaṇa in Patan. As mentioned above, this <em>vihāra</em> was renovated by King Rudradeva Vermā. After the renovations, King Rudradeva became a monk. As a monk, he had to ask for alms following the Vajrayana Buddhist tradition in Samyak, Navadāna or Pañcadāna. Instead of asking for alms by himself, he prepared an image of Dīpaṅkara Buddha (Phūdyaḥ) to act as his representative and ask for alms. He would&nbsp;send Dīpaṅkara Buddha in at the end of ceremony. The&nbsp;<em>dāna</em>&nbsp;ceremony is therefore&nbsp;only complete&nbsp;once Dīpaṅkara has been&nbsp;worshipped and given alms&nbsp;(<em>Phūdyaḥ Āḥju</em>).</p>
",Pañcadāna ceremony,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2eb83274-ad94-4d02-8118-db0da04cdbe7,93e6cedd-5a20-471e-8f40-a44e21c172ec,1a7f3f24-ec12-11e9-8bc4-0242ac130002,"<p><em>Diśi Pūjā</em>&nbsp;is performed on the 10th day of the dark half of every lunar month.</p>
",Diśi Pūjā,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ddf3790b-11b1-4f3d-b56e-97189e609e4f,453e55db-74ec-4df8-8976-8883fb982bbf,1a7f3f24-ec12-11e9-8bc4-0242ac130002,"<p><em>Digu pūjā</em> (worship of the lineage deity) is performed on the first Thursday after the Buṅgadyaḥ is placed on his chariot.</p>
",Digu pūjā (worship of the lineage deity) is performed on the first Thursday after the Buṅgadyaḥ is placed on his chariot.,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5cd21069-cf16-4286-8796-5f0f7d4f87db,a58dfdad-4725-4dc3-9a33-a332c38b5427,1a7f3f24-ec12-11e9-8bc4-0242ac130002,"<p><em>Saṅgha bhojana</em>&nbsp;(feast of the Saṅgha) is observed on the 13th day of the bright half of Caitra.</p>
",Saṅgha bhojana,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
0a88f667-4b09-41c9-86e2-1c42be75da30,fafbe831-00e7-481f-a6bb-a59455fbeacc,1a7f3f24-ec12-11e9-8bc4-0242ac130002,"<p>The daily ritual worship of this <em>bāhāḥ</em> is performed four times a day. Rituals called&nbsp;<em>dekhe cāyekegu</em>,&nbsp;<em>mājã yāyegu</em>, <em>svaphaḥ yāyegu </em>and&nbsp;<em>sã yāyegu</em>&nbsp;are performed in the early morning, at mid-day, at 3 pm, and in the evening respectively. The term of&nbsp;service lasts for 15 days, before being passed down from the&nbsp;eldest to the youngest member.</p>
",Daily ritual ,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
453661b9-5a91-4c76-9f49-1e27c6858f65,852a803f-b0ed-4a4e-9f46-210dcbf1885e,1b0a5033-a1ca-4049-8d6f-d1c7b243eabe,"<p>The southern wing of the phalcā had been using for souvenir shops for many years. Due to the disturbance on the landscape view of the complex by those shops, municipality decided to move off the shops around the 1990s.&nbsp;&nbsp;</p>
",Utilizing as a shop,,"<p>Local knowledge, local resident,Śarma, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d43975e2-e5c3-4a49-b203-faeeba542b00,90b74d16-5540-4c12-bc5e-fe31cc4bdb7e,1b0a5033-a1ca-4049-8d6f-d1c7b243eabe,"<p>The upper floor of the eastern wing of the phalcā has been using by DOA (Darabāra Heracāhā Aḍḍā) as an office space.</p>
",Utilizing as an office place,,"<p>Local knowledge, local resident,Śarma, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
dec8b34b-0ec1-4cb6-9f20-b9da82fc0ccf,c1be67c0-d8e6-4ca3-b56d-60c6845c5fe3,1c2db54a-e68f-11e9-b125-0242ac130002,"<p>On the day that the chariot of Buṅgadyaḥ reaches Nugaḥ Tol, the <em>panejus</em> clean their room in the Sataḥ and perform&nbsp;<em>pantha pūja&nbsp;</em>(<em>tāntrika pūja</em>).&nbsp;They reside in the Sataḥ and organise feasts there from the day that the chariot leaves&nbsp;Nugaḥ Ṭola until the day that it is brought to Jāvalākhela. It is likely that&nbsp;a Sataḥ was built for the <em>panejus</em> here, as Buṅgadyaḥ spends a few days at Thati tol. However, the <em>panejus</em> had to fight&nbsp;a long legal battle with an elderly lady to claim ownership of the Sataḥ. Finally, their organisation&nbsp;&quot;32 Pāneju Saṃgha&quot; gained ownership of the&nbsp;Sataḥ. However, they&nbsp;provided a room for the Syāṅgatāṅga&nbsp;lady to live in there under the condition that they may use the rooms during the festival of of Buṅgadyaḥ. (cf. <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/J4DTUWBC/q/rajendra"" target=""_blank""><strong>Shakya</strong></a> 2015)</p>
","Buṅgadyaḥ jātrā
",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a4aa0610-82ff-494b-8c54-178c368fe4bd,bc1f8d86-4677-4ae6-9a60-1a8382185f5c,1e2335a0-f62a-11e9-a3c8-0242ac130002,"<p>A special <em>pūjā&nbsp;</em>is organised on the first day of the bright and dark fortnight of every month. Since it is performed on the first day it is called&nbsp;Pārukṛyā. On this day, a special <em>prasāda</em>&nbsp;called <em>puroḍāsa </em>is prepared for devotees. If the <em>puroḍāsa </em>is eaten, one&#39;s heart&#39;s wishes will be&nbsp;granted. This includes children for the childless.&nbsp;</p>
",Worship on first day of lunar month (Pārukṛyā),Local knowledge,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/C4CNFU2N"" target=""_blank""><strong>Śreṣṭha N.</strong></a> 2013, 28</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
cb492aba-fec0-43ac-b91f-9156918139fa,d9cf38c8-4794-4f34-b487-7542ed4fe581,1e2335a0-f62a-11e9-a3c8-0242ac130002,"<p><em>Nityapūjā</em>, <em>homa</em>, <em>pitṛsrāḍha </em>and night <em>āratī&nbsp;</em>are performed every day at the <em>matha</em>&nbsp;according to Vedic traditions. During <em>nityapūjā,&nbsp;</em>Mitrāvaṛuna is worshipped. He is brought outside and exposed to the sun for Sūrya <em>darśana,&nbsp;</em>and the statues of Siddhilakṣmī,&nbsp;Viśvakarmā and Nāga are then taken inside and re-established. The fire from Visṇukuṇḍa is taken inside the&nbsp;Agnikuṇḍa and a&nbsp;<em>homa </em>is performed with the fire in Brahmakuṇḍa, Rudrakuṇḍa&nbsp;and Suryakuṇḍa. A simple <em>pūjā </em>is perfomed in Sabhyakuṇḍa. After that a <em>śrāddha </em>is&nbsp;performed in the name of deceased <em>agnihotrīs</em>. During the <em>srāddha,</em>&nbsp;rice pudding is cooked in a metal pot in the Visṇukuṇḍa&nbsp;and&nbsp;offered to the Agnikuṇḍa.&nbsp;</p>
",Daily worship (nityapūjā),Local knowledge,"<p>Member of Agnimaṭha Management Committee, Rājopādhyaya, male, 44</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
95b14982-c27f-49cb-84d6-af9496f391ac,9540f30b-d833-4084-bc3f-470fd5216e60,1e2335a0-f62a-11e9-a3c8-0242ac130002,"<p>This ritual is observed on the full moon day of Vaiśākha. On this day, <em>sattu </em>(flour) made by grinding new wheat is&nbsp;surrounded by different types of beans and&nbsp;offered at all five <em>agnikuṇḍas:</em>&nbsp;Kṣetrapāla Bhairava, Viśvakarmā, Gaṇeśa, Siddhilakṣmī (Pūrṇacaṇḍī) and Kumārī.</p>
",Yavānnavidhi,Local knowledge,"<p>Member of Agnimaṭha Management Committee, Rājopādhyaya, male, 44</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2a06d105-9865-415c-b635-2fea935c8478,40d5ca23-9d54-4a98-9126-7fff611b5e34,1e2335a0-f62a-11e9-a3c8-0242ac130002,"<p>There were no matches and lighters at the time when Agnimaṭha was established. Since a fire was always. burning in the <em>maṭha</em>, people would come and take fire from it to use for their daily activities.&nbsp;</p>
",Antiquity of Agnimaṭha,Local knowledge,"<p>Member of Agnimaṭha Management Committee, Rājopādhyaya, male, 44</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
