tileid,parenttile_id,resourceinstance_id,historicaldetailimage,historicaldetailimagecaption,Historical Event Description,historical event name,historical event category,sortorder,provisionaledits,nodegroup_id
aef13d2d-a671-4956-bc6c-2034112933a2,4d7bad78-12c7-41af-88a0-7a26cf5f98bd,4db3bfb2-eefd-11e9-8bc4-0242ac130002,,,"<p>The monument&nbsp;collapsed during the 1934&nbsp;earthquake.</p>
",Destruction of the monument,Destruction,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7dde7baf-c128-4943-b0c3-cbee7a9d6ca9,ea6c29b3-ccc6-4621-af26-9eab580fedbc,4db72ccc-e6c6-11e9-b125-0242ac130002,,,"<p>Jīvanṛsiṃha, a member of the Cik&atilde; Bahī, established this Bāhāḥ together with the <em>caitya</em> in 1878 (NS 998). He wished that his father Bhājudhana and mother Mayju Thakunī would dwell in the Sukhāvatī Bhuvana. Jīvanṛsiṃha was supported by his stepmother Dhana Thakunī, his wife Lakṣmī Thakunī, his sons Kulamāna Siṃha, Ratnamāna Siṃha, Kulabahādura Siṃha, Gaṇeśabahādura Siṃha,&nbsp;and his daughter Yogamāyā.</p>
","Construction of the Bāhāḥ
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8fd401b7-7b1c-47a7-bbee-2354b809ac8d,13636f4b-285d-4621-9ed9-3e284fa8a35a,4db72ccc-e6c6-11e9-b125-0242ac130002,,,"<p>Kulamānasingh, Ratnamāna and Gaṇeśa Bahādur donated a pair of flags to Akṣobhya.</p>
",Donation of a pair of metal flags,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f7b9afe8-bc81-4c42-b402-94cda2ac2274,b035e1ad-8201-4b12-9a03-56a8f88eb89b,4df05f74-e5e0-11e9-b125-0242ac130002,,,"<p>The roof was renewed by the Sanāḥ <em>guṭhī</em>, the local community and the KVPT.</p>
",Renewal of the roof,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
2bd4a888-4ef4-44e2-8389-c0603027d3f9,61aa011e-2b04-440a-8900-a089fb16293c,4e0709f7-c313-4a8c-ae18-d3ca0d994713,,,"<p>The pillar 003 (see MUG0150-003 above) contains an inscription of five lines. Although eroded, it is possible to read the first two lines:</p>

<p><em>1. [Oṃ (?)] svasti... sā</em></p>

<p><em>2. ke 1404 (ma?)</em></p>
",Installation of Pillar 003,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ebd3ff62-25c0-4450-a046-a53c90768db2,0b3af25a-9a73-4c60-90d1-181bb72121d1,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,"<p>Consecration of tower over the roof of Gandhuri deity.</p>
",Consecration of tower over the roof,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
11770d0b-6048-4cca-92f9-17547ee69d97,96715b37-5c40-451f-b4c6-d5126a683ae2,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,"<p>The northern and southern facades of the Bahī were demolished and reconstructed with funding by the Indian Embassy.</p>
","Restoration of the dyaḥchẽ
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f1f06e04-0d45-442f-828d-21372494e263,28dce08c-7805-4f5c-9ade-30b67e77736a,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,"<p>Ratna Māna Śākaya and Maṇi Śākya who are the sons of Narasiṃha Śākya paved the monastery courtyard with <em>teliyā </em>bricks and donated 6 praying wheels and 1 bell and <em>ilā̃</em>.</p>
","Pavement of teliyā bricks and donation of bells etc.
",Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d0b93268-423d-4890-a6e2-165b993bc9f5,3693ccd5-f0f3-499c-b3a6-6b348d87925c,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,,,"<p>Consecration of a statue of Cakrasaṃvara, the Āgama deity of the Vihāra.</p>
",Consecration of image of Cakrasaṃvara,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
11525ceb-9416-4a74-aa95-ff4b7d60e9cc,e4b7eb08-2878-48bd-84bb-11039cc99b7a,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>The <em>digichẽ</em>&nbsp;collapsed in the 2015 earthquake. It was rebuilt with the financial support of Lalitpur Metropolitan City and&nbsp;local people.</p>
","Reconstruction of digichẽ after the earthquakes of 2015
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
685dfb00-dda9-4b3d-af23-fbff35ac77a1,46351311-5d1c-4ac6-a401-5766537f89e3,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>The courtyard of the <em>bāhāḥ</em> was paved with<em>&nbsp;telia</em>&nbsp;bricks&nbsp;thanks to the help of the District Development Committee and local people.</p>
","Pavement of the courtyard
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
bd4b633d-12e8-4bc2-b60e-28eefb928367,c1f400ae-2e44-4acf-a4e4-be27122fe94d,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>A bell was donated by Pūnadhãju, Lāni Thakũ and others.</p>
",Donation of a bell,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
631e9d8b-b779-4459-bc7d-7726ec0208b2,994c8492-02bd-4b26-b7d7-7f0621b7d2b4,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>Keśavarāja and Viṣṇumāyā&nbsp;donated the oil-lamp balustrade.</p>
",Donation of oil lamp balustrade,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
071ae8a0-d8ca-40e8-9d73-0b2aded4209b,b8fdaa49-ca62-41e8-8dbe-99bfe8184c31,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>Jujulāla donated a&nbsp;pair of door panels to be fixed to the entrance of the sanctum.</p>
",Donation of a pair of door panels,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
92b321a2-4c2b-42f4-9aba-66c9f14fee3c,32d85541-565a-4cbc-a19f-efa4f20a8472,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>Kṛṣṇavīr Nāike, his wife Thakũmati, son Bekhārāja and daughter Siddhilakṣmī donated pillars and capital of a main pillar (<em>methā̃</em>)&nbsp;to hang the bell.</p>
",Donation of pillars,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
99aafa0f-6eec-4a18-98c5-473fd36a655a,eb464117-766f-4af6-a5bf-67a5df32ce7e,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>Sūryarāja, Paru, Dharmmajoti, Bhairava and Hākurāja donated a&nbsp;golden face to Akṣobhya. It was agreed that&nbsp;if&nbsp;the golden face goes missing&nbsp; the person responsible for performing the daily ritual worship&nbsp;must pay for its replacement. In this inscription, the&nbsp;<em>bāhāḥ</em> is referred to as Jerabāhāra.&nbsp;</p>
","Donation of a golden face to Akṣobhya
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
21be1951-ea72-4cb0-8cf7-75755415da17,cdc2e79f-23a8-406b-bbbe-d359c683bf7c,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>The courtyard&nbsp;was paved with&nbsp;<em>telia</em>&nbsp;bricks by Avaladeva and Caṇḍikā.</p>
","Pavement of the courtyard
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8f143b9f-4051-4f08-8265-ec25469e476f,65486a50-12b3-47db-9d14-55995366ae63,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>A pair of lion statues were donated and installed&nbsp;in front of the sanctum.</p>
","Donation of a pair of lion statues
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
aa3ff4b6-2892-493f-ae4a-c79458e525e3,60442d55-22dc-43ba-8743-e545073dad0b,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>Nepal&#39;s Department of Archaeology reconstructed the <em>bāhāḥ</em>&nbsp;with the support of the German government.</p>
","Reconstruction of the Bāhāḥ
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
6828a8be-e5d7-45c7-bc60-d5e8e19ad06c,f95530fc-4663-499f-aa40-4f1dcbdb3ea5,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>Prajāpati Thakura Lakṣmī and his wife Santalakṣmī donated a brass&nbsp;<em>lhegā</em>&nbsp;(outer garment made of metal) to&nbsp;<em>kvāḥpāḥdyaḥ</em></p>
","Donation of a brass lhegā (cloth) to kvāḥpāḥdyaḥ
",Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7cbad8c6-827c-47de-ab23-59f3a45d2ac7,46b732a4-b809-40e4-bca3-459e3d10a546,4ed2374c-e846-11e9-8bc4-0242ac130002,,,"<p>Daivajña Motirāja, Daivajña Durggārāja, Daivajña Caṇḍīrāja, Daivajña Rāmarāja, Daivajña Ciṣarāja and Daivajña Girirāja renovated the <em>vihāra</em> and the <em>digi</em>. The floor of the <em>digichẽ</em> was also added. At that time, the&nbsp;<em>tharapā</em>&nbsp;of the <em>vihāra</em> was Amaradeva.</p>
","Repair of the monastery and the digichẽ
",Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
9b692b3c-89dc-4c3d-84c8-4bf7d9c27a6a,26bf3d2a-49c5-40b9-87c6-36f8d0dea328,4eeb757c-5fc4-11ea-8083-0242ac130006,,,"<p>Devamuni Śākya, a <em>saṅgha</em> member of Si Bāhāḥ ordered the construction of&nbsp;this Bāhāḥ. He was from the Mākaḥ lineage of the Śākya&nbsp;clan.</p>
","Founadation of Bāhāḥ
",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
9c284eda-e387-4b61-b8d2-5ba9718c9610,4953c96c-31f3-44df-ba23-bbffc7e51a34,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>The temple was reconstructed in a dome&nbsp;shape by the goverment after it collapsed during the 1934 earthquake.</p>,Reconstruction of the temple,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
24b914fa-4096-4337-8c25-df26ca220635,10961995-9569-4b06-9db1-7d4e84041177,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>The inscription&nbsp;mentions that the temple was destroyed. It&nbsp;was reconstructed by Viṣṇu Siṃha in&nbsp;NS 674. It further informs the readers that&nbsp;his attendants excavated two copper vessels inscribed with the name of the deity Bhṛṅgāreśvara.</p>,Reconstruction of the temple,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
414441ea-2c44-4c5b-9f1a-ad5c3ec5e603,55915a9e-fa07-444b-9a82-bc21ac7e2167,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>This inscription of King Śivadeva (694-705 CE) mentions the management of&nbsp;ponds and water channels&nbsp;in Bhṛṅgāreśvara.&nbsp;</p>,Management of ponds and water channels,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3d8d19b4-4906-4e54-a643-522847a9adaa,6849984c-5bbf-464f-8a03-a8b5b7ece42d,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>A Brahmin named Mahādeva established a statue of&nbsp;Gaṇeśa and Kumāra near&nbsp;Bhṛṅgāreśvara Mandira. This event is also mentioned in the inscription from NS 734.</p>,Establishment of a Gaṇeśa and Kumāra statue,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
96b0e3aa-56fd-4096-8dc8-97e49dfc628b,e7e37223-010b-4db4-ba9c-ede6ef8b437a,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>A Brahmin named Kṛṣṇadeva offered a golden parasol to Bhṛṅgāreśvara.&nbsp;</p>,Offering of a golden parasol,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e0ea768d-cddd-453d-b1e7-2818771ddb32,020a3e33-fd7a-420e-8c07-5977c5eed50a,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>This inscription of&nbsp;Bhīmārjunadeva and Jiṣṇugupta (r. 631-633 CE) is not directly related to this temple. It mentions that&nbsp;modern Sunaguthi was called Bhṛṅgāra Pā&ntilde;cālī during the Licchavi period.</p>,Issue of a royal order,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f621eeb4-c19e-4603-b0b0-196dd84ac1ba,c0b7c3db-8aab-4976-9295-a0cc4949c8b1,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>Local residents collected donations and established this Hanumān statue in 2015.</p>,Construction of a statue of Hanumān,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3e3888b0-8711-484e-a323-88aed215a0fe,94729f74-9688-48d9-85c3-fb6a7ca06ce0,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>The statue of&nbsp;Jalaśayana Nārāyaṇa (a replica of the one in Buḍhānīlakaṇṭha)&nbsp;was consecrated in&nbsp;2012 by the local residents.</p>,Consecration of Jalaśayana Nārāyaṇa,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ca779b77-a82b-4a8c-9330-f8521869f184,18598f50-91b8-4f86-9de3-17049c493b1b,4f116514-0102-11ea-8f3c-0242ac130002,,,<p>A Brahmin named&nbsp;Śrīnārāyaṇa offered a trident to Bhṛṅgāreśvara Mahādeva.</p>,Offering of a trident,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a4f766c0-b129-4a6a-a207-46e9670a8180,4a804598-68b8-4ad6-9a25-75e4bb3939f5,503085f6-076f-11ea-8a1c-0242ac130002,,,"<p>The traditional Capĩgāḥ was covered up during the road construction process. Its name arises from&nbsp;the Newari language, in which&nbsp;a&nbsp;mud mound with grass on top of it is called&nbsp;<em>capĩ</em> and the water which is stored in a pit is called&nbsp;<em>capĩgāḥ</em>.&nbsp;A&nbsp;small water tank has been built 1 m&nbsp;away from the&nbsp;original Capĩgāḥ&rsquo;s location.</p>
",Construction of a  small water tank representing the Capĩgāḥ,Consecration,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
901aac58-0b1b-456a-ae48-de92fe4dff99,f027b27e-6dd3-472e-970c-d910fbf2d8eb,50e6b167-1959-4ce9-a9d4-1800e7273a52,,,"<p><em>The saṅgha</em> members of the <em>bāhāḥ </em>often recite a religious text, <em>cacā</em>,&nbsp;inside its <em>dyaḥchẽ</em>. This text also records that a person called Bhāgisiṃha and his family constructed Kvay Bāhāḥ in 1701 CE (NS 821).</p>
", Initial Construction of the Bāhāḥ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
97b32733-2ea9-4d44-807d-01c76afaca2a,efd526e8-427a-4212-a830-162270f15e20,50e6b167-1959-4ce9-a9d4-1800e7273a52,,,"<p>The Śikharakūṭa Caitya (KIR0012-002), which is located at the centre of the <em>bāhāḥ </em>courtyard, used to bear an inscription recording its installation in 1633 CE (NS 573). This inscription is not on&nbsp;the <em>caitya&nbsp;</em>in the present-day.</p>
",Construction of a Śikharakūṭa Caitya (KIR0012-002),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
532dc650-4e1a-49ff-be2e-2fe4711da2ce,5c8f78b7-8dc5-476e-afa0-62140c3dccf5,50e8eedc-eb42-11e9-8bc4-0242ac130002,,,"<p>Vajradhara Phalcā has an undated inscription. The&nbsp;inscription is attached to the wall behind the empty stone pedestal upon which the statue of Vajradhara once used to stand.&nbsp;</p>
",Establishment of Vajradhara image,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5b9da58f-63d5-45d5-8871-f5935e486726,ba01203d-0eb4-4041-8cad-e7e1e43fe0d9,5277a9d6-2f86-11ea-b242-0242ac130002,,,"<p>The Buddha Dharma Saṅgha Nāmasaṅgīti Sevā Khalaḥ was formed. This&nbsp;committee arranges for&nbsp;Nāmasaṅgīti recitations to take place in the temple.&nbsp;</p>
",Formation of a committee,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
9625c522-7474-4468-b701-e3bca6cfe73c,2f21a63f-4675-4626-bff2-0cfb8a21e031,5277a9d6-2f86-11ea-b242-0242ac130002,,,"<p>The Buddha Dharma Saṅgha Nāmasaṅgīti Sevā Khalaḥ offered a&nbsp;<em>lhegā</em>&nbsp;(an outer garment made of metal) to&nbsp;Buddha.&nbsp;</p>
",Donation of lhegā,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
dc62f786-9f4f-4050-b51b-a93110e3b25e,9b3fc45f-1c83-400b-9278-19f03282a0b6,5277a9d6-2f86-11ea-b242-0242ac130002,,,"<p>The statue of Śākyamuni Buddha was enshrined in the&nbsp;temple.</p>
",Installation of Śākyamuni Buddha statue,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
95eadeda-fb27-46cf-bbd3-88f41a7232d6,fc1d0aa7-8c81-4db2-a0db-2a10e13a6009,5277a9d6-2f86-11ea-b242-0242ac130002,,,"<p>A painting made by Henry Ambrose <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/2KCHW2NB/q/Oldfield"" target=""_blank""><strong>Oldfield</strong></a> in&nbsp;1857 shows this temple&nbsp;in&nbsp;a traditional two-tiered style.&nbsp;It can be assumed that&nbsp;this temple was severely damaged in the 1934 earthquake.&nbsp;</p>
",Destruction of temple,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
eb6731bd-08c7-42d1-ac00-4d20597b312f,28d4fc30-a53e-44fc-96e1-65efadfe814c,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>A wooden <em>toraṇa </em>was offered to Gaṇeśa. Since the letters inscribed on it are defaced, it is not clear when and by whom it was offered.</p>
",Offering of a toraṇa ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
35955f0c-705f-428f-95f8-c2c11c06b529,b6b484d5-dc51-4533-95c3-a67464152234,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>The last renovation of the temple took place in VS 2060 (2003 CE) by the Department of Archeology.</p>
",Renovation of the temple ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
315b2dc6-3418-48fa-82d9-0850d07263cb,67759b7b-5247-41f4-a56b-79071b2fabc7,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>A plot(s) of land was endowed to the <em>guṭhī </em>to sponsor the annual worship for Gaṇeśa and also for Caitya erected in the temple premises.</p>
",Donation of land for annual worship,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b6c3e554-6687-4ccf-8885-0e0ffcd23587,72c15726-e620-4aac-aea8-5c5ff03a0d08,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>Cīrīmāyā Maharjana, Bulāla, Sujamāna and her family members from Tyāgala Ṭola constructed&nbsp;the Dharmadhātu.</p>
",Construction of Dharmadhātu (see object number LAL2130-007),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d85593a9-7445-4b83-a14a-001c4997e8bd,2fcf727e-5200-4b0e-91bf-eaaa0577aeca,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>Davalasī, Jagatavīra, Kulāvīra and his family members offered a bell to Gaṇeśa.</p>
",Offering of a bell ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
dfd0f5e9-e169-41f6-97eb-2aa103cd3677,a5df6f25-f38a-4dd1-99cd-e88c925691a5,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>The Caitya was renovated by the Cībhā Guṭhī which belongs to a Jyāpu family from Dhālchẽ Ṭola.</p>
",Renovation of the Caitya (LAL2130-006),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5df9c20f-5027-4fbe-9f69-0a859ff61af9,eef1642c-f873-429a-a7fc-c9f38cc9bd91,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>The letters of this inscription are defaced. It is probable that this records the construction of the Śikharakūṭa Caitya.</p>
",Unknown event (probably the construction of the Śikharakūṭa Caitya),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0a72f511-e995-42bc-a74a-8569541605c8,cffda4c1-25fb-47fa-9b84-46a5292c80b8,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p><a href=""http://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha </strong></a>(1975, 189) mentions&nbsp;that a <em>guṭhī</em> related to this temple was established in NS 768 (1648 AD). However, no evidence is so far traced out to verify this event.</p>
",Establishment of a guṭhī,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7e7aea1d-4189-45fc-a38a-af11bfddefc5,604a15ae-a76d-464f-b34f-b90a2d5a3b04,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p><a href=""http://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha </strong></a>(1975, 189) mentions that the struts supporting the roofs were replaced in NS 863 (1743 CE). It could be the case that the temple was renovated during that time.</p>
",Replacement of struts ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
35e0ac3d-87f9-42a1-aff6-c278096c126e,1d51b07d-76db-475b-9963-038907a7ecee,54346f5f-5ad8-4ab5-887c-c983ea617de2,,,"<p>The inscription inscribed on the strut supporting&nbsp;the lower roof on&nbsp;the eastern side of the temple records the date Nepāla Saṃvat 1001 (1881 CE). It is probable that the temple was renovated during this time.</p>
",Offering of struts,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c7b0a6ed-a325-4359-bcea-f0e6e8705cf3,b17e9b28-cfb8-46df-bd4c-184452cddeda,55133c56-e68d-11e9-b125-0242ac130002,,,"<p>1775 CE, early Shaha Period</p>
",Construction of the Phalcā and donation of land,"Initial construction/creation,Donation,Land grant",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e2301095-a747-4e84-9bb5-a98d60c9fff0,583b3c4c-5dea-483f-8678-8b4d187798d0,553b9314-e687-11e9-8bc4-0242ac130002,,,"<p>This inscription informs readers&nbsp;that Minister Jagatpati donated money so that a large parasol can be offered&nbsp;to the <em>caitya</em> on an annual basis. He also donated money for the&nbsp;<em>yaj&ntilde;a&nbsp;</em>performance.</p>
",Donation for the rituals,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
